,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
17962,32.0,,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,16.787888950821962
17963,26.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,23,8.812111950073065
17964,33.0,4.1,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,34,4.528282399940804
17965,21.0,4.7,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,33,20.206420943726602
17966,31.0,4.5,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,25,1.4897897642276918
17967,23.0,4.3,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,4.596251206697649
17968,34.0,4.3,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,37,20.442929762531403
17969,32.0,4.4,Fog,Low,0,Drinks,motorcycle,1.0,No,Urban,41,19.362561679300065
17970,24.0,4.7,Windy,Jam,1,Buffet,scooter,1.0,No,,15,10.602497166146835
17971,28.0,4.6,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,24,13.611428630463365
17972,34.0,4.9,Cloudy,Low,0,Snack,motorcycle,2.0,No,Metropolitian,43,13.612594236983208
17973,22.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,,18,1.5525629370980636
17974,22.0,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,,10,3.0645081876212656
17975,31.0,4.5,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,16,4.610390241110355
17976,25.0,4.8,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,19,3.058968616404183
17977,34.0,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,4.61059803309491
17978,31.0,4.8,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,47,20.852270880357576
17979,26.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,11,9.326616347795763
17980,31.0,4.4,Windy,Jam,0,Drinks,motorcycle,1.0,No,Urban,40,9.220418694238614
17981,38.0,4.7,Windy,High,2,Buffet,scooter,1.0,No,Metropolitian,27,1.5544658129590996
17982,30.0,4.4,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,43,16.383856071830277
17983,23.0,4.8,Windy,Low,1,Snack,motorcycle,1.0,No,Urban,13,7.68319140518767
17984,29.0,4.9,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,6.058848944481087
17985,30.0,4.4,Fog,Low,1,Meal,motorcycle,2.0,No,Metropolitian,39,12.1616054457833
17986,34.0,4.2,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,40,13.406088270735234
17987,21.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,No,,20,2.9795028513237054
17988,38.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Urban,25,16.853524905826234
17989,25.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,12.42075039063871
17990,21.0,4.5,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,1.558073929108774
17991,39.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,24,12.417003842455316
17992,,,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,21,3.1045560532157066
17993,37.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,43,20.207797933361025
17994,23.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,19.761711761323365
17995,37.0,4.2,Cloudy,Jam,1,Meal,motorcycle,2.0,No,Semi-Urban,46,16.600954249332354
17996,31.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,26,16.63562921865918
17997,35.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,42,20.207797933361025
17998,32.0,4.9,Cloudy,Medium,1,Snack,scooter,1.0,No,Metropolitian,16,7.790109178715557
17999,38.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20.558018885847993
18000,34.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,4.578983929157679
18001,36.0,4.2,Windy,Medium,1,Drinks,scooter,1.0,No,Urban,36,17.073813050988182
18002,,,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,25,19.367701972034023
18003,34.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,Urban,19,12.46396242676217
18004,27.0,4.0,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34,12.43458552483367
18005,20.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,29,13.403654333926204
18006,35.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34,7.550439931788738
18007,22.0,4.4,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,10.707144604368288
18008,36.0,4.3,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,13.830756172664909
18009,,,Fog,Jam,2,Drinks,scooter,2.0,No,Urban,38,13.630903236388264
18010,23.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,23,14.152800689506924
18011,20.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38,16.825674553475086
18012,22.0,3.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,40,7.601385733220245
18013,27.0,4.7,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,32,16.634870118192893
18014,37.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,25,4.469362226325186
18015,,,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,20.442929762531403
18016,25.0,4.6,Sunny,High,1,Drinks,motorcycle,0.0,No,Metropolitian,16,3.0405548225583963
18017,31.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Urban,32,9.326113870466685
18018,25.0,4.9,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,26,19.658752171967787
18019,27.0,4.6,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,14,10.602459394958252
18020,31.0,4.4,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,37,17.297865752893937
18021,,,Sandstorms,Low,2,Snack,scooter,,No,Urban,13,10.41688933603544
18022,23.0,4.9,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,1.5523584768849845
18023,26.0,4.9,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,6754.42535949501
18024,23.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,29,19.672892814748867
18025,31.0,4.1,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,48,14.152800689506924
18026,35.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,9.327055824494751
18027,25.0,4.7,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,28,12.16242827255971
18028,34.0,5.0,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,25,14.022298282537264
18029,30.0,4.7,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,34,7.546670729170753
18030,36.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,12.161417162194622
18031,24.0,5.0,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,12.29272274126012
18032,24.0,3.2,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,35,13.787860239228515
18033,31.0,4.6,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,28,16.72141633131098
18034,28.0,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,21,17.076725433717133
18035,21.0,4.9,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,21,9.435201537103644
18036,29.0,4.7,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,2.9812178559391738
18037,39.0,4.7,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,33,6.29013467758336
18038,22.0,4.8,Cloudy,Jam,2,Snack,scooter,1.0,No,Urban,24,7.601681528397246
18039,26.0,4.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,13.680927409365763
18040,26.0,4.7,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,4.537647566323389
18041,29.0,4.9,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,25,5.86061077811342
18042,25.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,23,5.958820916573499
18043,31.0,5.0,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,26,13.631339548355871
18044,36.0,3.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,38,16.15345250615127
18045,32.0,5.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Urban,38,12.41848032806189
18046,25.0,4.4,Stormy,Low,0,Snack,motorcycle,1.0,No,,16,4.717601091654031
18047,38.0,4.2,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,7.720670489794272
18048,38.0,3.8,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,32,20.207797933361025
18049,22.0,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,1.465161358978285
18050,32.0,4.3,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,38,16.853347148196544
18051,37.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,25,7.763180728046279
18052,35.0,4.3,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,32,7.56694909170309
18053,30.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18,7.761726486450179
18054,21.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Urban,37,20.18117214081229
18055,29.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,7.862668167467362
18056,28.0,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,12,9.075521306348927
18057,34.0,4.6,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,33,20.442929762531403
18058,22.0,4.6,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,4.561269431618071
18059,20.0,4.5,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,3.105533979663673
18060,31.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,42,16.721157280741494
18061,32.0,4.5,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,26,20.85177138300019
18062,21.0,4.7,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20.206315811340712
18063,30.0,4.7,Sunny,Medium,2,Drinks,scooter,0.0,No,Metropolitian,21,13.972141328923932
18064,37.0,3.5,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,42,20.442929762531403
18065,23.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,16.72141633131098
18066,31.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,30,13.97063222124096
18067,39.0,5.0,Sunny,High,2,Snack,scooter,1.0,No,Metropolitian,15,3.0405415107650513
18068,28.0,4.7,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,22,2.9371847548588135
18069,24.0,4.9,Sandstorms,Jam,2,Drinks,scooter,0.0,No,Urban,20,16.720596676658047
18070,35.0,4.5,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,39,12.23868634509712
18071,32.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,26,1.526394621709467
18072,28.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,15,4.65759746887544
18073,21.0,4.7,Sunny,Low,0,Buffet,motorcycle,0.0,No,Urban,10,1.5725337265584898
18074,39.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,24,3.04066536408016
18075,28.0,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,12.07439552546008
18076,28.0,5.0,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,13.735953712211494
18077,23.0,4.7,Fog,Medium,2,Drinks,scooter,1.0,No,,33,10.868667520505456
18078,36.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,1.5526496279714272
18079,25.0,,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Urban,23,12.352085635287306
18080,24.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,11.007734763545226
18081,20.0,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,23,20.853653606417506
18082,20.0,4.5,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Urban,16,11.719471817215991
18083,30.0,4.3,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,36,13.973760919222245
18084,24.0,4.6,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Urban,35,10.725127399204187
18085,21.0,4.9,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,11.007734763545226
18086,28.0,4.8,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,7.573470125694298
18087,33.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,12,7.563759002025415
18088,22.0,4.3,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31,12.464189804361935
18089,39.0,4.5,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,31,12.098714902928801
18090,32.0,4.7,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,28,6.217860689094804
18091,20.0,4.0,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,44,17.098804215224046
18092,28.0,4.6,Stormy,Low,2,Meal,motorcycle,0.0,No,,14,20.85227883419867
18093,26.0,5.0,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,19,5.958771662463015
18094,30.0,3.9,Stormy,Jam,2,Drinks,electric_scooter,,No,Metropolitian,32,12.116950608663233
18095,32.0,4.5,Windy,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,25,10.806983276380352
18096,39.0,4.1,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33,4.469606138994845
18097,22.0,4.6,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,19,6.128419378147772
18098,36.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,6.218076509050242
18099,29.0,4.5,Sandstorms,High,1,Snack,motorcycle,0.0,No,Metropolitian,16,1.5545771229208105
18100,22.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,14,1.5294972184813194
18101,30.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,24,1.5148048925665334
18102,38.0,4.2,Cloudy,High,2,Meal,electric_scooter,1.0,No,Metropolitian,33,3.0408160989721646
18103,36.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,15,16.36832033104842
18104,31.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26,3.0736184691855994
18105,39.0,4.6,Stormy,High,2,Buffet,scooter,1.0,No,Metropolitian,28,1.5136713075398804
18106,20.0,5.0,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,15,10.485818011850544
18107,28.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,12.074224380210877
18108,,,Sunny,Medium,0,Snack,motorcycle,0.0,No,Urban,25,4.657625566751807
18109,24.0,4.5,Sunny,High,2,Snack,electric_scooter,0.0,No,Urban,10,1.5524171271974159
18110,30.0,4.7,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,28,7.7718343024616505
18111,23.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,3.06047553947658
18112,38.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,,21,7.762944133651041
18113,36.0,4.6,Cloudy,High,1,Drinks,scooter,0.0,No,Metropolitian,25,6.1283639395976595
18114,24.0,4.9,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,21,3.104660875498153
18115,37.0,4.5,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20.179188206691737
18116,37.0,4.6,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,12.435183278380865
18117,26.0,4.9,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,9.157669973397068
18118,32.0,4.8,Sunny,Medium,1,Buffet,motorcycle,0.0,No,Urban,16,12.074377561824095
18119,29.0,4.7,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,17.076596635425357
18120,35.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,1.509357188958826
18121,28.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,7.76077562135016
18122,21.0,4.6,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20.25325804771069
18123,33.0,4.2,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,7.562980271969265
18124,31.0,4.7,Cloudy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,37,10.64149597215935
18125,31.0,4.3,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20.177913041350532
18126,28.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,1.5725337265584898
18127,31.0,4.7,Windy,Low,0,Meal,motorcycle,1.0,No,Urban,20,12.073551890524271
18128,39.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,19.760178243295066
18129,27.0,4.7,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,31,10.880991591197466
18130,20.0,4.6,Stormy,Medium,2,Snack,motorcycle,0.0,No,Urban,25,10.58659526786804
18131,,,,,2,Buffet,scooter,1.0,No,Metropolitian,32,4.5883210856239
18132,27.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,12.107734496715699
18133,22.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,16,9.05552527613744
18134,23.0,4.5,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,26,20.442929762531403
18135,20.0,4.4,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,1.512574690454355
18136,22.0,4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,29,9.05609596214784
18137,27.0,4.6,Stormy,Low,2,Meal,electric_scooter,0.0,No,Urban,10,1.5725337265584898
18138,21.0,4.8,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,12,19.910592397098217
18139,21.0,4.6,Stormy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,36,16.8526889708048
18140,28.0,4.8,Windy,High,1,Drinks,scooter,1.0,No,Urban,14,6.128639386792246
18141,24.0,4.7,Stormy,Low,1,Drinks,motorcycle,,No,Metropolitian,19,17.097996940025908
18142,23.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,1.5324173494998574
18143,,,,,3,Snack,scooter,1.0,No,Metropolitian,21,3.018700803196138
18144,20.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,,22,17.07670421052078
18145,30.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,25,4.717601091654031
18146,20.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,19,7.5622720556199745
18147,22.0,5.0,Sandstorms,Jam,2,Meal,scooter,0.0,No,Urban,22,7.601614738376903
18148,26.0,4.8,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,13,4.65800942830899
18149,37.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.5318406273293421
18150,26.0,4.9,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,14.021848812285628
18151,30.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,3.116455383662965
18152,38.0,4.6,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,42,12.100287597780959
18153,32.0,4.4,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,33,11.916582838065272
18154,35.0,3.7,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,42,17.297865752893937
18155,22.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,19,12.078017632077485
18156,38.0,4.7,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,17,5.958831946652418
18157,34.0,4.9,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,19,7.440983364786161
18158,26.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,13.972191759560088
18159,21.0,4.6,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,11,3.1450674354101187
18160,34.0,4.2,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,9.435201537103644
18161,39.0,4.9,Sunny,High,2,Buffet,scooter,1.0,No,Urban,20,1.536850377186336
18162,39.0,4.7,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,21,12.10007905559032
18163,27.0,4.5,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,17,3.040790212162576
18164,25.0,5.0,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,18,17.137482577819046
18165,31.0,4.0,Fog,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,43,13.788852090000775
18166,23.0,4.7,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,23,7.772809995464719
18167,30.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,12.10010893443606
18168,24.0,4.7,Windy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,19,1.552216561024622
18169,39.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,3.025656084964716
18170,35.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,1.5725337265584898
18171,23.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,22,3.108983788292962
18172,,,Sandstorms,High,0,Drinks,motorcycle,2.0,No,Metropolitian,49,3.073397298406802
18173,30.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,34,9.313347514445379
18174,29.0,4.7,Sandstorms,Jam,2,Meal,scooter,0.0,No,Urban,22,19.974363119326032
18175,30.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Semi-Urban,48,10.86728673493358
18176,20.0,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,12,3.0405415107650513
18177,34.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,46,12.07939715366091
18178,31.0,4.0,Sandstorms,High,2,Buffet,scooter,0.0,No,Urban,34,6.050551152414774
18179,,,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,3.1044353979039836
18180,31.0,4.7,Cloudy,Medium,2,Meal,scooter,2.0,No,Metropolitian,37,20.20634489519143
18181,26.0,4.1,Cloudy,Jam,2,Meal,electric_scooter,,No,Metropolitian,40,20.285391243061156
18182,20.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,23,20.886997510560175
18183,20.0,4.6,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11,1.5544658129590996
18184,37.0,4.9,Stormy,Jam,2,Meal,motorcycle,1.0,No,Urban,29,8.929061178880307
18185,23.0,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,13.989512053615803
18186,24.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,9.074848935994297
18187,20.0,4.7,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,20,5.952942537866198
18188,30.0,4.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,34,9.34812842317956
18189,23.0,4.9,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,13.406355455361123
18190,29.0,4.5,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,19,1.552700113213496
18191,26.0,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Urban,16,13.581198240324719
18192,32.0,4.9,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,19,9.074821802253695
18193,25.0,4.8,Cloudy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,13,1.5367514975188885
18194,34.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,4.596317854907477
18195,32.0,4.9,Stormy,Low,2,Meal,scooter,1.0,No,Metropolitian,29,16.721157280741494
18196,25.0,4.7,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,28,10.568365698625746
18197,38.0,4.6,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,15,2.979626519740365
18198,26.0,4.6,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,16.384502397492376
18199,,,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.080882967543937
18200,20.0,4.7,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,16.637054384866953
18201,24.0,3.4,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,38,13.988777563406439
18202,25.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,13,7.343359922328619
18203,35.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,36,13.990019508115392
18204,39.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,21,5.874515354490812
18205,21.0,5.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,12.58026782216666
18206,36.0,4.8,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,30,5.875219258443348
18207,36.0,4.9,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,3.089736660476901
18208,34.0,4.7,Cloudy,Medium,0,Meal,motorcycle,0.0,Yes,Metropolitian,42,20.853653606417506
18209,21.0,3.5,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,33,17.09922547889281
18210,29.0,4.6,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,3.025079988073344
18211,,,,,3,Meal,electric_scooter,1.0,No,Urban,25,19.659625283685873
18212,26.0,4.9,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,10.641925519238605
18213,28.0,4.8,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,22,10.724145470836651
18214,24.0,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Urban,16,1.4897806661060058
18215,,,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,14,1.5322647868634527
18216,27.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Urban,18,7.562333809694472
18217,32.0,4.2,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,38,19.087358121419395
18218,27.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,3.108925571933348
18219,34.0,4.3,Sandstorms,Jam,2,Drinks,motorcycle,1.0,Yes,Urban,44,19.36744052558031
18220,23.0,4.7,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,3.1450674354101187
18221,34.0,4.6,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,13.406473968915293
